battery_capacity_kWh,avg_speed_kmph,distance_km,temperature_c,humidity_percent,charging_time_hrs,vehicle_weight_kg,driving_mode,terrain_type,ev_energy_demand
31,93,44,43,70,4.26,1806,sport,rural,0
53,20,127,2,25,1.29,1205,eco,highway,0
27,88,271,20,40,4.26,2334,normal,urban,1
81,67,77,27,40,4.8,1366,normal,highway,1
94,83,236,15,42,3.6,1463,normal,highway,1
55,64,21,11,76,4.87,2143,eco,rural,1
36,85,81,40,41,2.56,2270,normal,highway,1
32,68,75,8,74,1.58,1332,eco,highway,0
21,21,27,37,34,3.48,2255,eco,urban,0
69,62,291,39,41,4.64,1559,sport,rural,1
83,28,172,35,78,2.36,2385,eco,highway,0
90,89,18,10,49,3.46,1045,sport,highway,0
23,82,134,-2,59,0.93,1138,sport,highway,0
87,46,213,3,33,3.56,1140,eco,rural,0
45,25,226,0,35,3.86,1661,eco,highway,0
34,37,53,33,55,4.93,1725,sport,urban,1
31,57,53,41,58,3.16,2147,sport,rural,1
85,88,298,21,82,3.16,2230,normal,highway,1
82,69,227,30,89,3.55,1300,normal,highway,1
55,64,16,8,36,4.97,2435,sport,rural,1
40,40,209,-2,77,4.25,2426,normal,urban,1
51,81,55,21,22,1.7,1464,sport,rural,0
38,23,48,3,82,3.83,2392,normal,urban,0
99,42,170,6,50,4.45,1668,normal,highway,0
38,64,26,26,62,1.84,1134,sport,rural,0
61,24,21,-4,60,4.5,2341,normal,highway,1
60,69,35,41,26,2.63,1020,eco,highway,0
79,94,179,4,64,4.91,1949,sport,rural,1
21,39,270,33,25,0.96,1531,sport,urban,1
84,55,89,17,86,1.51,1633,eco,rural,0
21,56,275,5,40,3.01,1568,sport,highway,0
42,72,82,8,38,4.48,1594,sport,highway,0
81,48,29,40,56,0.81,2224,eco,rural,0
38,59,86,9,31,4.7,2245,normal,urban,0
58,25,98,-2,23,1.86,1759,sport,highway,0
70,52,224,11,89,2.94,1214,normal,urban,0
58,56,138,21,43,1.73,1902,normal,rural,1
76,54,48,39,31,4.88,1990,normal,rural,1
71,26,185,31,40,2.64,2459,eco,urban,0
69,20,241,20,58,3.89,1299,eco,urban,0
20,76,231,44,63,1.25,1511,normal,rural,0
55,89,167,23,83,1.61,1294,eco,rural,0
80,47,248,2,82,4.95,2233,sport,rural,0
83,41,36,2,39,4.84,1828,normal,highway,0
91,77,91,10,44,3.78,1922,normal,rural,1
73,51,232,7,74,1.41,2491,eco,rural,0
81,32,163,28,36,4.63,2405,eco,rural,1
34,73,192,33,82,1.09,1021,sport,rural,0
27,98,245,24,39,4.4,1072,eco,rural,0
53,73,117,39,50,4.84,1097,sport,highway,0
28,98,105,-2,64,3.93,2332,sport,urban,0
49,97,24,5,23,0.59,1621,eco,urban,0
32,55,123,43,47,2.17,1385,eco,rural,0
79,66,18,24,54,1.1,1174,eco,rural,0
72,24,208,34,30,3.97,1260,sport,highway,0
90,89,18,10,49,3.46,1045,sport,highway,0
57,25,190,9,24,1.1,1503,eco,urban,0
95,26,14,-1,66,4.32,1053,normal,urban,0
81,33,18,25,67,1.83,2064,normal,rural,0
73,48,132,41,81,2.51,1329,eco,highway,0
50,94,197,-8,47,3.59,1679,sport,rural,0
23,24,152,-1,29,1.38,2052,eco,urban,0
38,93,31,43,64,2.5,1831,normal,highway,1
22,41,40,1,79,0.78,2096,sport,highway,0
57,57,101,43,35,1.0,2342,eco,rural,0
79,97,190,1,85,4.13,2449,normal,rural,1
81,69,107,36,79,3.75,1207,normal,urban,0
59,66,219,10,77,1.74,1218,sport,urban,0
66,83,30,17,75,2.96,1365,eco,rural,1
54,78,17,29,40,4.97,1193,normal,urban,0
47,24,29,27,49,4.31,1927,sport,rural,1
88,45,200,11,41,0.74,1869,eco,rural,0
42,31,21,-6,80,1.59,1016,sport,rural,1
43,70,276,4,59,4.81,2437,sport,rural,0
46,66,235,11,39,0.83,1042,sport,rural,1
73,78,278,11,59,2.81,1238,eco,urban,0
77,45,252,38,27,1.95,1961,normal,highway,0
28,69,170,27,60,3.45,2234,sport,rural,1
98,33,133,36,76,2.32,1756,eco,highway,1
44,57,236,31,34,0.74,2061,normal,rural,0
48,61,63,-6,76,3.83,1082,eco,rural,0
20,59,164,-9,34,2.45,1444,sport,urban,1
32,68,75,8,74,1.58,1332,eco,highway,0
46,66,235,11,39,0.83,1042,sport,rural,1
70,29,298,28,76,2.25,1757,normal,urban,0
34,40,14,38,79,3.82,2160,sport,highway,1
94,74,273,44,66,3.48,2292,normal,highway,0
41,50,112,41,58,1.81,1411,eco,rural,1
80,43,96,0,39,2.17,1715,eco,urban,0
67,58,175,-1,34,1.53,1645,normal,urban,0
76,81,280,14,58,3.67,2240,sport,rural,1
20,72,212,18,56,4.38,2281,sport,rural,1
34,74,211,5,57,3.1,2257,normal,rural,0
79,93,25,38,57,2.06,2415,sport,highway,1
70,97,34,2,61,1.76,1211,eco,rural,1
20,56,230,42,33,1.67,1816,normal,highway,1
38,64,26,26,62,1.84,1134,sport,rural,0
39,40,32,27,78,4.28,1508,sport,urban,1
72,44,271,40,47,3.71,1330,eco,highway,1
52,92,184,9,38,3.71,2467,sport,urban,1
77,42,46,44,22,3.38,2023,eco,rural,0
25,55,273,-4,45,0.84,1757,normal,urban,0
31,71,50,-3,23,4.63,1291,sport,highway,0
97,76,24,22,43,1.06,2462,eco,urban,1
37,56,16,19,67,3.95,2364,sport,urban,0
48,40,102,42,49,3.91,2167,sport,urban,0
36,57,12,27,82,1.44,2340,sport,rural,0
85,52,251,22,34,1.16,2034,sport,highway,0
47,94,171,43,47,1.06,2200,normal,urban,0
20,59,164,-9,34,2.45,1444,sport,urban,1
72,51,193,38,52,1.87,1857,normal,urban,0
33,76,157,-4,44,3.3,1931,sport,urban,1
65,68,238,21,57,4.63,1334,normal,rural,1
95,28,31,-1,28,4.51,1311,normal,rural,0
24,27,61,29,83,1.1,1890,normal,rural,0
55,41,115,32,57,3.31,1457,normal,highway,0
52,28,233,-9,39,1.91,2210,sport,highway,1
44,57,236,31,34,0.74,2061,normal,rural,0
91,93,151,38,29,4.34,1507,eco,rural,0
64,25,94,35,63,3.8,1533,normal,rural,0
48,57,260,17,74,4.39,2131,normal,highway,1
61,24,21,-4,60,4.5,2341,normal,highway,1
40,63,48,24,52,1.83,1302,eco,highway,1
54,49,194,-4,66,4.91,1480,eco,rural,1
55,37,116,29,65,2.39,2279,eco,urban,0
92,78,142,21,70,2.8,1690,sport,rural,0
32,82,216,8,83,1.99,1718,eco,rural,1
26,38,128,29,55,4.18,2260,normal,rural,1
66,76,168,23,30,3.73,2096,normal,highway,1
77,62,156,15,28,4.98,1304,eco,urban,0
33,73,126,2,56,0.73,1103,sport,rural,0
77,71,175,41,25,4.51,1136,normal,rural,0
52,73,249,17,57,3.92,1517,sport,rural,1
48,51,266,34,59,2.46,1643,normal,rural,0
20,70,236,3,52,2.24,1801,normal,highway,1
58,25,98,-2,23,1.86,1759,sport,highway,0
73,91,282,25,43,0.68,2227,eco,urban,1
54,22,143,-8,89,4.33,1644,sport,urban,0
77,66,203,18,28,2.61,1362,sport,urban,1
99,42,170,6,50,4.45,1668,normal,highway,0
73,91,282,25,43,0.68,2227,eco,urban,1
61,23,172,41,45,2.72,1419,eco,highway,1
88,48,220,25,87,4.92,1170,eco,urban,1
38,93,31,43,64,2.5,1831,normal,highway,1
61,24,21,-4,60,4.5,2341,normal,highway,1
78,20,108,-3,43,3.95,1617,sport,highway,1
43,20,184,20,81,4.01,1560,normal,urban,1
89,83,164,7,76,3.87,1832,eco,highway,1
80,95,289,-8,88,2.32,1806,sport,highway,0
41,92,82,-4,44,2.77,2149,sport,highway,1
47,46,12,11,73,0.8,1053,normal,rural,0
40,40,209,-2,77,4.25,2426,normal,urban,1
56,96,196,15,54,2.8,1265,eco,highway,1
60,69,35,41,26,2.63,1020,eco,highway,0
29,71,75,31,54,3.35,1338,eco,highway,0
35,91,128,7,72,2.47,2126,eco,urban,1
28,32,34,-10,55,4.82,1070,normal,urban,1
61,89,20,-9,52,2.68,2041,normal,urban,0
67,63,21,41,38,0.97,1874,sport,rural,1
80,47,248,2,82,4.95,2233,sport,rural,0
61,24,21,-4,60,4.5,2341,normal,highway,1
63,45,236,-9,63,1.0,2442,normal,urban,1
61,65,70,39,54,0.9,1175,sport,rural,0
58,25,98,-2,23,1.86,1759,sport,highway,0
67,36,93,7,51,1.4,1282,normal,urban,1
38,93,98,14,22,3.92,1061,sport,urban,0
54,94,207,31,45,4.67,2102,sport,highway,0
71,37,185,5,56,4.91,1736,eco,highway,0
58,85,168,10,54,4.22,1060,sport,rural,1
54,78,17,29,40,4.97,1193,normal,urban,0
49,30,217,10,47,1.25,1244,sport,rural,0
93,22,197,-6,79,4.59,2368,sport,urban,0
34,24,115,26,33,3.34,1194,normal,rural,1
74,45,93,11,67,4.13,1092,normal,rural,1
81,55,114,23,52,0.85,1378,normal,urban,1
70,44,23,44,48,2.27,1750,eco,highway,0
42,97,213,35,27,2.64,1904,normal,rural,0
88,45,200,11,41,0.74,1869,eco,rural,0
69,25,26,-10,59,4.84,2211,eco,rural,0
81,32,163,28,36,4.63,2405,eco,rural,1
69,96,146,25,23,4.46,2341,normal,rural,1
65,33,17,23,28,3.98,1546,eco,urban,0
61,48,131,28,65,1.16,1957,normal,rural,0
87,53,68,29,68,1.14,1274,normal,highway,1
63,36,291,16,23,1.13,1201,eco,urban,1
42,27,294,-9,38,2.85,2423,sport,urban,0
66,92,259,-7,76,3.32,1321,sport,highway,0
42,31,21,-6,80,1.59,1016,sport,rural,1
45,85,236,26,67,2.58,1552,normal,urban,1
99,90,163,21,67,0.55,1607,normal,urban,1
52,28,233,-9,39,1.91,2210,sport,highway,1
66,92,259,-7,76,3.32,1321,sport,highway,0
20,60,195,30,64,4.32,1428,sport,urban,0
20,76,231,44,63,1.25,1511,normal,rural,0
37,37,231,20,47,3.98,1413,normal,highway,0
32,41,224,16,43,3.89,2096,sport,urban,1
80,49,185,39,35,0.96,1504,sport,rural,0
55,48,85,24,39,4.83,1937,sport,urban,1
43,70,276,4,59,4.81,2437,sport,rural,0
61,23,172,41,45,2.72,1419,eco,highway,1
26,83,97,8,58,4.96,1234,eco,rural,0
21,65,70,2,24,2.25,1901,sport,urban,0
61,65,187,25,64,1.87,1803,eco,urban,0
77,95,276,10,51,2.73,1160,eco,rural,1
43,73,165,33,62,3.53,2114,eco,urban,0
88,45,200,11,41,0.74,1869,eco,rural,0
46,66,235,11,39,0.83,1042,sport,rural,1
72,44,271,40,47,3.71,1330,eco,highway,1
65,33,17,23,28,3.98,1546,eco,urban,0
20,76,231,44,63,1.25,1511,normal,rural,0
59,48,154,2,59,4.56,1733,eco,rural,1
68,29,128,19,40,4.15,2452,normal,rural,0
21,83,123,5,31,3.42,1298,eco,rural,1
80,59,291,-4,60,2.23,2093,sport,highway,0
66,74,71,28,83,2.65,1661,eco,urban,0
66,92,259,-7,76,3.32,1321,sport,highway,0
31,57,293,1,68,3.22,2389,sport,rural,0
40,40,209,-2,77,4.25,2426,normal,urban,1
55,49,142,40,33,3.11,1842,sport,urban,1
97,99,235,34,56,3.59,1946,normal,urban,1
82,71,38,14,89,2.72,2157,normal,rural,1
20,94,98,19,57,4.13,1998,sport,urban,1
94,83,236,15,42,3.6,1463,normal,highway,1
63,87,225,29,77,4.2,1337,normal,highway,0
34,37,53,33,55,4.93,1725,sport,urban,1
22,89,222,44,47,1.38,2460,normal,rural,0
70,51,235,-5,76,4.99,1880,eco,urban,0
58,50,55,10,87,4.51,1769,normal,rural,0
94,74,273,44,66,3.48,2292,normal,highway,0
32,74,291,32,68,4.73,1249,eco,highway,1
42,27,294,-9,38,2.85,2423,sport,urban,0
81,75,129,33,75,4.76,2150,sport,urban,0
69,96,146,25,23,4.46,2341,normal,rural,1
51,37,101,9,58,2.84,1638,sport,highway,0
52,97,286,-6,36,2.29,1596,sport,highway,1
22,45,280,4,84,4.1,1330,normal,highway,0
62,70,104,23,30,0.8,1484,eco,highway,0
27,88,271,20,40,4.26,2334,normal,urban,1
95,46,170,5,66,4.02,1673,sport,highway,1
40,88,34,38,23,3.9,1568,normal,highway,0
58,50,55,10,87,4.51,1769,normal,rural,0
29,71,75,31,54,3.35,1338,eco,highway,0
42,85,232,0,77,0.9,1741,normal,urban,0
42,23,117,-4,81,4.35,2071,eco,urban,1
27,43,153,11,68,1.63,1572,eco,rural,0
85,52,251,22,34,1.16,2034,sport,highway,0
68,75,99,25,42,3.68,2198,eco,rural,1
81,67,77,27,40,4.8,1366,normal,highway,1
28,70,201,11,69,3.66,1255,eco,highway,1
55,80,56,33,50,1.14,2443,sport,highway,0
35,55,36,40,79,1.89,1298,normal,highway,0
96,37,152,28,40,2.05,1974,eco,urban,1
58,34,90,6,38,2.11,1068,eco,urban,0
28,42,56,-3,56,1.72,1713,sport,highway,0
41,92,82,-4,44,2.77,2149,sport,highway,1
43,35,73,-6,32,4.52,2258,sport,rural,1
89,27,152,39,57,0.54,1018,eco,highway,0
55,68,273,24,67,3.91,1618,eco,rural,1
51,50,12,29,47,4.04,1574,eco,highway,0
63,91,154,-3,24,1.9,2010,eco,rural,1
81,36,13,44,49,4.07,2318,sport,rural,1
80,95,289,-8,88,2.32,1806,sport,highway,0
25,64,225,-8,35,2.33,1369,sport,urban,0
58,33,82,41,21,2.79,1194,eco,rural,0
85,30,38,3,61,2.37,2007,eco,rural,0
33,23,269,26,24,1.85,2271,normal,highway,0
92,49,10,6,68,2.09,2437,normal,rural,0
26,21,84,24,67,1.92,2152,normal,rural,0
59,66,219,10,77,1.74,1218,sport,urban,0
86,59,46,24,21,4.07,2410,sport,urban,1
47,92,169,-5,89,2.07,1689,eco,urban,0
43,94,140,-10,65,0.63,1541,normal,highway,0
70,20,252,41,81,2.85,1793,sport,urban,0
95,60,68,38,60,4.59,2230,eco,highway,1
98,33,133,36,76,2.32,1756,eco,highway,1
92,36,12,30,80,0.99,2082,eco,rural,1
53,88,155,28,22,4.31,1412,sport,urban,0
43,73,165,33,62,3.53,2114,eco,urban,0
86,33,237,18,71,0.51,1456,normal,urban,0
24,48,248,-8,66,3.94,2349,normal,rural,0
41,29,117,9,65,1.02,1887,sport,rural,0
49,43,245,14,65,0.76,1060,sport,highway,1
37,67,166,39,68,3.84,1266,eco,urban,0
24,39,10,21,48,3.47,2359,normal,rural,1
82,57,125,26,33,2.05,1117,eco,urban,1
70,52,224,11,89,2.94,1214,normal,urban,0
71,80,250,28,60,4.23,2091,eco,urban,0
51,87,11,-7,82,4.15,1205,normal,highway,1
80,49,185,39,35,0.96,1504,sport,rural,0
77,42,23,-1,33,4.92,1639,normal,rural,1
32,39,93,16,38,0.7,2456,eco,highway,0
28,21,145,21,60,4.93,1649,sport,rural,1
84,52,23,-3,47,3.1,1731,sport,highway,1
27,98,245,24,39,4.4,1072,eco,rural,0
59,66,219,10,77,1.74,1218,sport,urban,0
42,38,271,2,65,0.56,1816,normal,highway,1
42,66,105,41,63,0.55,1946,eco,urban,1
46,44,214,8,42,4.02,2068,eco,rural,1
21,39,270,33,25,0.96,1531,sport,urban,1
35,25,242,15,85,3.35,2358,eco,urban,1
79,25,51,-4,84,0.61,1516,sport,urban,1
22,94,162,35,68,3.75,1559,normal,rural,1
29,71,75,31,54,3.35,1338,eco,highway,0
99,57,246,-9,66,2.66,1056,sport,rural,0
38,93,98,14,22,3.92,1061,sport,urban,0
27,82,48,2,36,2.8,1917,sport,rural,0
83,28,172,35,78,2.36,2385,eco,highway,0
81,55,114,23,52,0.85,1378,normal,urban,1
69,62,291,39,41,4.64,1559,sport,rural,1
21,96,26,33,77,2.23,2306,normal,urban,1
33,72,35,31,45,2.04,1830,normal,highway,1
80,95,289,-8,88,2.32,1806,sport,highway,0
83,59,293,9,80,4.76,1897,sport,highway,1
93,30,61,4,48,1.21,2299,normal,highway,1
43,87,219,38,31,2.12,2230,normal,rural,0
48,40,102,42,49,3.91,2167,sport,urban,0
76,65,44,44,67,4.9,2403,sport,highway,0
65,51,18,-5,53,1.85,2308,sport,urban,0
59,62,120,-6,70,2.57,1238,sport,highway,1
34,37,53,33,55,4.93,1725,sport,urban,1
78,58,124,9,52,2.76,1295,normal,rural,1
95,51,68,-1,74,3.97,1484,normal,rural,1
73,96,42,-5,79,4.2,1924,sport,urban,0
95,73,229,7,40,3.5,1504,normal,urban,1
25,79,88,-7,69,2.85,2062,eco,rural,1
44,73,260,29,64,3.94,1924,sport,highway,1
77,35,160,-7,88,1.54,1489,eco,highway,1
34,84,133,7,26,2.77,1076,eco,highway,1
39,46,169,-2,82,2.15,1973,sport,urban,1
77,52,299,1,87,1.96,2082,normal,rural,1
81,75,129,33,75,4.76,2150,sport,urban,0
53,28,126,31,28,4.67,1717,normal,highway,1
35,74,29,29,88,1.23,1335,normal,highway,1
88,73,222,-7,54,2.65,1667,normal,urban,1
33,73,126,2,56,0.73,1103,sport,rural,0
73,55,60,10,75,1.31,2287,normal,rural,0
78,94,36,14,31,1.79,1745,eco,rural,0
89,27,152,39,57,0.54,1018,eco,highway,0
45,68,19,26,80,0.68,1322,eco,urban,0
66,74,71,28,83,2.65,1661,eco,urban,0
70,44,23,44,48,2.27,1750,eco,highway,0
39,45,28,38,68,3.63,2401,normal,highway,0
76,40,150,16,66,2.28,1892,eco,rural,1
45,85,236,26,67,2.58,1552,normal,urban,1
34,86,72,-2,54,1.45,1024,eco,highway,0
43,35,73,-6,32,4.52,2258,sport,rural,1
34,37,53,33,55,4.93,1725,sport,urban,1
23,82,134,-2,59,0.93,1138,sport,highway,0
34,24,115,26,33,3.34,1194,normal,rural,1
94,29,162,0,51,3.67,1827,eco,urban,0
34,74,211,5,57,3.1,2257,normal,rural,0
35,74,29,29,88,1.23,1335,normal,highway,1
71,76,285,17,30,1.77,2115,eco,rural,0
70,54,30,22,20,2.82,1051,sport,urban,1
95,60,68,38,60,4.59,2230,eco,highway,1
81,48,29,40,56,0.81,2224,eco,rural,0
81,55,114,23,52,0.85,1378,normal,urban,1
31,81,252,2,59,1.39,2292,sport,highway,1
68,21,116,18,47,4.85,1454,normal,highway,0
78,94,36,14,31,1.79,1745,eco,rural,0
53,88,155,28,22,4.31,1412,sport,urban,0
49,48,138,-1,35,0.68,1139,sport,urban,0
56,49,36,14,25,4.89,1661,sport,highway,0
95,51,68,-1,74,3.97,1484,normal,rural,1
44,57,208,30,55,4.35,1886,normal,highway,0
73,78,278,11,59,2.81,1238,eco,urban,0
32,55,123,43,47,2.17,1385,eco,rural,0
95,26,14,-1,66,4.32,1053,normal,urban,0
74,46,273,11,72,2.94,2164,normal,urban,0
72,44,271,40,47,3.71,1330,eco,highway,1
92,49,10,6,68,2.09,2437,normal,rural,0
42,66,105,41,63,0.55,1946,eco,urban,1
48,61,63,-6,76,3.83,1082,eco,rural,0
39,45,28,38,68,3.63,2401,normal,highway,0
81,20,33,41,83,1.61,1631,eco,rural,1
24,27,61,29,83,1.1,1890,normal,rural,0
64,53,187,-8,74,2.69,2189,sport,highway,1
24,21,50,11,59,2.75,2377,normal,urban,1
21,83,123,5,31,3.42,1298,eco,rural,1
78,22,294,-6,60,2.78,1313,sport,urban,1
72,52,210,20,27,4.84,1330,sport,highway,1
31,98,287,24,25,3.5,2208,eco,urban,0
28,75,81,25,23,4.12,1609,eco,rural,1
69,96,146,25,23,4.46,2341,normal,rural,1
76,34,50,-2,89,2.95,1415,eco,rural,0
63,91,154,-3,24,1.9,2010,eco,rural,1
36,24,99,29,58,3.13,1857,sport,urban,0
22,96,90,10,35,2.99,1390,sport,highway,1
71,46,260,44,22,2.96,1204,sport,highway,0
67,36,93,7,51,1.4,1282,normal,urban,1
72,72,297,13,73,4.85,1360,normal,rural,0
83,28,297,34,60,0.83,1192,normal,highway,1
27,88,271,20,40,4.26,2334,normal,urban,1
58,34,90,6,38,2.11,1068,eco,urban,0
95,44,140,31,29,1.8,2092,eco,highway,1
24,39,10,21,48,3.47,2359,normal,rural,1
40,60,157,-7,38,2.54,1499,sport,urban,0
86,59,46,24,21,4.07,2410,sport,urban,1
37,67,166,39,68,3.84,1266,eco,urban,0
30,57,254,-9,23,3.1,2306,sport,highway,0
49,20,260,40,73,1.43,2432,eco,urban,0
99,24,202,31,88,4.02,1821,sport,rural,1
60,70,43,24,74,2.68,1147,sport,rural,1
77,52,299,1,87,1.96,2082,normal,rural,1
80,48,288,24,42,4.38,1867,sport,highway,0
52,36,102,7,72,3.77,2363,eco,urban,1
45,30,140,0,74,4.75,1540,eco,highway,0
32,41,141,40,64,2.58,1684,normal,rural,0
55,64,21,11,76,4.87,2143,eco,rural,1
63,36,291,16,23,1.13,1201,eco,urban,1
99,52,88,5,31,1.45,1713,normal,urban,0
38,36,246,12,80,3.57,2337,sport,rural,1
78,49,111,43,85,1.91,2056,eco,rural,0
51,45,228,4,42,4.78,2237,sport,highway,0
77,52,299,1,87,1.96,2082,normal,rural,1
64,76,274,35,86,1.23,1768,sport,highway,1
46,23,68,22,89,2.11,1867,eco,urban,1
42,72,82,8,38,4.48,1594,sport,highway,0
32,39,93,16,38,0.7,2456,eco,highway,0
70,20,252,41,81,2.85,1793,sport,urban,0
28,75,179,33,34,2.31,1376,normal,highway,1
64,25,94,35,63,3.8,1533,normal,rural,0
95,44,140,31,29,1.8,2092,eco,highway,1
64,57,278,21,82,2.19,1595,eco,highway,0
22,96,90,10,35,2.99,1390,sport,highway,1
31,36,234,-1,71,2.29,1383,sport,urban,1
46,66,85,5,21,2.27,1394,normal,highway,1
55,64,16,8,36,4.97,2435,sport,rural,1
28,72,283,8,88,1.86,1449,eco,urban,0
37,88,277,4,39,1.67,1403,sport,rural,0
82,71,38,14,89,2.72,2157,normal,rural,1
89,63,170,29,21,1.83,2392,sport,urban,1
77,35,160,-7,88,1.54,1489,eco,highway,1
84,39,78,6,70,4.01,1370,sport,highway,0
91,20,213,24,74,1.44,1933,normal,rural,0
72,44,271,40,47,3.71,1330,eco,highway,1
86,94,91,25,68,1.92,1795,eco,highway,0
47,24,29,27,49,4.31,1927,sport,rural,1
96,20,132,12,26,2.75,1072,eco,highway,0
38,74,254,-3,58,3.62,2378,sport,highway,0
79,52,284,43,32,3.21,1049,sport,urban,1
42,23,117,-4,81,4.35,2071,eco,urban,1
63,45,236,-9,63,1.0,2442,normal,urban,1
80,59,291,-4,60,2.23,2093,sport,highway,0
90,56,229,7,47,4.78,1790,sport,rural,0
82,60,85,1,37,4.9,1387,normal,urban,0
79,25,51,-4,84,0.61,1516,sport,urban,1
86,84,297,7,23,3.4,1195,normal,urban,1
23,70,268,-7,73,1.83,2030,eco,rural,1
76,81,280,14,58,3.67,2240,sport,rural,1
78,89,169,41,29,0.52,1389,eco,rural,0
42,31,21,-6,80,1.59,1016,sport,rural,1
55,64,21,11,76,4.87,2143,eco,rural,1
74,27,68,33,36,3.99,2187,normal,highway,0
38,93,98,14,22,3.92,1061,sport,urban,0
82,70,91,21,87,3.3,1528,sport,highway,1
26,75,186,28,88,1.4,1099,eco,rural,1
94,46,253,14,48,1.13,2147,normal,rural,0
73,63,49,19,52,3.31,1945,eco,highway,1
82,45,33,21,66,1.04,1086,sport,urban,1
47,46,12,11,73,0.8,1053,normal,rural,0
82,25,136,4,38,0.72,1924,eco,rural,1
55,49,142,40,33,3.11,1842,sport,urban,1
77,45,252,38,27,1.95,1961,normal,highway,0
36,27,139,17,28,0.82,2159,normal,highway,1
98,33,133,36,76,2.32,1756,eco,highway,1
43,20,184,20,81,4.01,1560,normal,urban,1
70,51,235,-5,76,4.99,1880,eco,urban,0
81,20,33,41,83,1.61,1631,eco,rural,1
79,22,68,13,43,0.76,1337,eco,highway,1
79,25,51,-4,84,0.61,1516,sport,urban,1
68,21,116,18,47,4.85,1454,normal,highway,0
86,44,107,33,84,3.64,2152,sport,urban,0
21,81,224,-1,22,3.06,2105,normal,rural,1
86,61,162,2,40,1.82,1470,sport,rural,1
39,46,169,-2,82,2.15,1973,sport,urban,1
86,61,162,2,40,1.82,1470,sport,rural,1
79,66,18,24,54,1.1,1174,eco,rural,0
84,39,78,6,70,4.01,1370,sport,highway,0
89,83,164,7,76,3.87,1832,eco,highway,1
35,25,242,15,85,3.35,2358,eco,urban,1
70,54,30,22,20,2.82,1051,sport,urban,1
27,88,167,26,83,3.07,2474,sport,rural,0
84,69,150,0,66,1.79,1366,eco,urban,0
57,56,233,10,49,3.03,1339,normal,urban,0
49,20,260,40,73,1.43,2432,eco,urban,0
67,54,21,24,44,2.89,1847,normal,highway,0
35,86,190,6,38,2.41,2288,sport,urban,1
48,47,37,34,53,3.45,1833,normal,urban,1
43,20,184,20,81,4.01,1560,normal,urban,1
71,34,183,27,78,0.78,2312,sport,urban,0
39,45,237,32,43,1.56,1901,normal,rural,0
92,74,34,15,23,2.48,1127,sport,highway,0
74,66,21,12,57,4.07,1855,normal,rural,0
52,66,48,31,83,2.56,1845,sport,rural,1
82,60,85,1,37,4.9,1387,normal,urban,0
59,22,22,30,45,4.05,1852,normal,rural,0
66,42,126,32,66,4.31,1671,eco,urban,1
44,26,111,20,85,0.76,1288,normal,rural,1
61,79,35,42,34,4.13,1715,eco,highway,0
92,36,12,30,80,0.99,2082,eco,rural,1
83,59,293,9,80,4.76,1897,sport,highway,1
88,73,222,-7,54,2.65,1667,normal,urban,1
81,33,18,25,67,1.83,2064,normal,rural,0
61,65,187,25,64,1.87,1803,eco,urban,0
89,27,152,39,57,0.54,1018,eco,highway,0
77,52,299,1,87,1.96,2082,normal,rural,1
46,81,156,3,49,0.57,1543,sport,urban,0
28,75,81,25,23,4.12,1609,eco,rural,1
64,57,278,21,82,2.19,1595,eco,highway,0
76,65,44,44,67,4.9,2403,sport,highway,0
47,29,74,43,35,4.8,2466,eco,highway,0
51,26,49,18,38,1.03,1657,sport,highway,1
91,98,204,-3,51,0.73,1859,normal,urban,1
99,52,88,5,31,1.45,1713,normal,urban,0
53,88,155,28,22,4.31,1412,sport,urban,0
91,20,213,24,74,1.44,1933,normal,rural,0
43,31,184,7,60,2.45,2026,eco,rural,1
65,68,238,21,57,4.63,1334,normal,rural,1
22,45,280,4,84,4.1,1330,normal,highway,0
34,37,53,33,55,4.93,1725,sport,urban,1
44,73,260,29,64,3.94,1924,sport,highway,1
82,45,33,21,66,1.04,1086,sport,urban,1
70,20,252,41,81,2.85,1793,sport,urban,0
88,73,222,-7,54,2.65,1667,normal,urban,1
20,94,98,19,57,4.13,1998,sport,urban,1
26,32,279,-3,46,4.4,1039,sport,rural,1
38,51,10,-6,36,2.34,2391,sport,urban,1
52,29,235,3,22,4.46,1241,sport,highway,1
63,45,154,13,85,2.11,1081,eco,highway,1
45,68,19,26,80,0.68,1322,eco,urban,0
76,54,48,39,31,4.88,1990,normal,rural,1
23,70,268,-7,73,1.83,2030,eco,rural,1
37,56,16,19,67,3.95,2364,sport,urban,0
49,97,24,5,23,0.59,1621,eco,urban,0
65,38,227,-9,38,1.32,1954,sport,rural,0
78,49,111,43,85,1.91,2056,eco,rural,0
91,78,166,12,37,1.81,1956,normal,urban,1
49,30,217,10,47,1.25,1244,sport,rural,0
35,48,286,41,84,2.99,2205,sport,highway,0
39,32,294,16,27,3.43,1963,normal,highway,0
80,43,96,0,39,2.17,1715,eco,urban,0
22,89,31,1,70,3.4,1087,sport,rural,0
35,42,211,10,35,4.82,1415,sport,rural,1
81,22,99,19,88,1.52,2070,sport,urban,0
98,44,157,-8,58,1.75,1413,eco,urban,0
91,69,45,38,22,1.48,2202,sport,highway,0
58,25,98,-2,23,1.86,1759,sport,highway,0
73,55,60,10,75,1.31,2287,normal,rural,0
30,78,197,-3,85,1.93,2014,sport,highway,1
69,62,291,39,41,4.64,1559,sport,rural,1
28,75,179,33,34,2.31,1376,normal,highway,1
