Vehicle_ID,Battery_Type,Vehicle_Type,Ambient_Temperature,Distance_Driven_km,State_of_Charge_%,Battery_Capacity_kWh,Current_Speed_kmph,Energy_Consumed_kWh,Predicted_Value
EV2989,Li-ion,Hatchback,-9.5,91.9,44.2,65.6,75.3,18.38,not in demand
EV2313,NiMH,Hatchback,42.8,465.0,45.9,98.3,94.0,93.0,in demand
EV0655,LiFePO4,Truck,31.3,180.0,16.2,25.3,109.4,36.0,not in demand
EV1619,NiMH,SUV,23.8,120.8,40.7,67.5,73.3,24.16,not in demand
EV0995,NiMH,Truck,35.5,68.9,5.4,60.3,63.5,13.78,not in demand
EV1804,Li-ion,SUV,2.0,143.2,42.5,29.8,107.2,28.64,not in demand
EV2643,Li-ion,Hatchback,-1.5,225.9,20.6,27.4,1.5,45.18,in demand
EV2959,NiMH,Hatchback,14.6,191.0,68.0,49.5,6.7,38.2,not in demand
EV2032,Li-ion,Hatchback,11.1,458.9,91.1,32.0,16.0,91.78,in demand
EV2571,LiFePO4,Sedan,34.5,414.0,18.0,23.2,14.8,82.8,in demand
EV0330,LiFePO4,Hatchback,-7.7,218.1,76.3,67.1,84.8,43.62,in demand
EV2108,Li-ion,Hatchback,42.5,200.4,74.3,43.1,118.2,40.08,in demand
EV3045,NiMH,SUV,40.5,346.8,37.0,56.2,101.2,69.36,in demand
EV0417,NiMH,Truck,7.5,46.2,48.8,73.7,19.0,9.24,not in demand
EV0978,NiMH,Truck,-7.7,101.0,63.7,79.1,79.0,20.2,not in demand
EV2418,Li-ion,Hatchback,9.2,27.0,32.0,44.0,30.5,5.4,not in demand
EV0506,Li-ion,Sedan,25.0,204.6,15.1,96.5,25.9,40.92,in demand
EV2051,NiMH,SUV,44.0,334.0,34.1,33.4,102.0,66.8,in demand
EV2773,NiMH,Truck,2.9,191.5,25.4,31.2,81.3,38.3,not in demand
EV0325,LiFePO4,Truck,12.8,384.5,68.3,39.7,1.5,76.9,in demand
EV0415,NiMH,Truck,3.3,31.2,10.9,63.8,48.6,6.24,not in demand
EV3077,NiMH,Hatchback,31.6,34.9,34.9,32.1,38.9,6.98,not in demand
EV1184,NiMH,Truck,1.1,352.4,7.8,47.8,50.3,70.48,in demand
EV0486,NiMH,SUV,41.2,365.2,94.8,34.4,70.5,73.04,in demand
EV0894,NiMH,Truck,30.6,17.8,42.9,20.6,49.1,3.56,not in demand
EV0806,LiFePO4,SUV,1.4,178.9,48.1,51.9,51.8,35.78,not in demand
EV0556,NiMH,Hatchback,25.6,152.7,52.6,22.8,44.2,30.54,not in demand
EV1988,NiMH,Sedan,-5.5,78.3,25.3,61.9,80.3,15.66,not in demand
EV1198,NiMH,Sedan,-3.1,56.8,38.0,40.5,94.9,11.36,not in demand
EV2775,Li-ion,Hatchback,29.3,224.0,50.0,23.6,56.9,44.8,in demand
EV0383,Li-ion,SUV,6.7,17.9,54.0,47.7,91.6,3.58,not in demand
EV1294,NiMH,Truck,0.0,178.1,45.2,47.9,6.2,35.62,not in demand
EV2222,NiMH,Truck,30.1,41.6,11.5,80.6,46.1,8.32,not in demand
EV3126,NiMH,SUV,-4.1,475.1,56.5,81.9,25.1,95.02,in demand
EV0345,Li-ion,Truck,24.5,56.6,88.7,93.0,43.6,11.32,not in demand
EV0064,NiMH,SUV,-1.8,404.0,62.1,77.9,111.1,80.8,in demand
EV3007,NiMH,Truck,26.0,340.1,97.0,85.3,25.1,68.02,in demand
EV2094,LiFePO4,Hatchback,3.3,481.2,33.6,51.6,103.1,96.24,in demand
EV2188,NiMH,Truck,36.7,205.1,90.1,97.1,72.8,41.02,in demand
EV3037,Li-ion,Hatchback,16.3,27.8,21.6,76.8,32.9,5.56,not in demand
EV0521,Li-ion,Sedan,39.7,393.2,83.1,58.8,80.4,78.64,in demand
EV1273,Li-ion,SUV,6.2,412.1,7.8,27.5,14.3,82.42,in demand
EV0291,NiMH,Hatchback,20.4,46.9,38.1,42.5,11.9,9.38,not in demand
EV2533,LiFePO4,Hatchback,32.2,7.6,87.4,33.4,95.8,1.52,not in demand
EV0253,LiFePO4,Sedan,1.0,340.1,80.1,51.6,111.7,68.02,in demand
EV3246,LiFePO4,SUV,40.7,283.5,45.8,64.5,19.0,56.7,in demand
EV0351,LiFePO4,SUV,30.2,323.9,29.9,96.2,22.0,64.78,in demand
EV1188,LiFePO4,Truck,35.1,385.8,94.5,95.4,39.2,77.16,in demand
EV1962,LiFePO4,Hatchback,19.1,155.0,32.9,75.5,119.4,31.0,not in demand
EV0423,Li-ion,Sedan,29.3,261.1,39.7,25.0,96.7,52.22,in demand
EV0091,Li-ion,Truck,37.3,289.8,63.4,74.6,7.1,57.96,in demand
EV2942,LiFePO4,Hatchback,25.0,199.1,19.1,70.7,95.7,39.82,not in demand
EV2237,Li-ion,SUV,27.5,199.0,65.2,81.9,34.9,39.8,not in demand
EV0671,Li-ion,Sedan,20.9,238.0,81.7,72.3,3.8,47.6,in demand
EV3041,NiMH,Sedan,20.5,202.6,28.6,68.5,31.9,40.52,in demand
EV0027,Li-ion,SUV,-1.7,463.1,93.6,25.3,103.0,92.62,in demand
EV0430,LiFePO4,Truck,-3.3,124.9,70.9,49.7,101.8,24.98,not in demand
EV0684,Li-ion,Sedan,39.7,324.6,86.9,82.5,9.8,64.92,in demand
EV2159,LiFePO4,Hatchback,20.6,420.7,50.8,84.5,110.1,84.14,in demand
EV3021,Li-ion,Truck,-4.2,128.2,42.2,78.8,25.6,25.64,not in demand
EV0981,LiFePO4,Sedan,-6.5,87.4,41.8,91.6,81.9,17.48,not in demand
EV1542,LiFePO4,Hatchback,37.8,339.6,27.8,97.9,54.8,67.92,in demand
EV2032,Li-ion,Hatchback,11.1,458.9,91.1,32.0,16.0,91.78,in demand
EV2233,LiFePO4,Truck,13.4,497.2,34.8,96.0,56.1,99.44,in demand
EV2552,Li-ion,Truck,28.4,433.9,49.3,55.2,11.4,86.78,in demand
EV3236,Li-ion,Truck,26.4,171.5,84.6,92.4,47.3,34.3,not in demand
EV0255,Li-ion,Sedan,17.7,114.2,11.5,91.3,3.6,22.84,not in demand
EV1030,Li-ion,Truck,-4.7,422.3,30.0,41.9,94.6,84.46,in demand
EV2107,Li-ion,Truck,-4.9,57.3,15.3,89.8,29.0,11.46,not in demand
EV1221,Li-ion,Truck,42.0,43.5,88.0,47.5,87.5,8.7,not in demand
EV2115,Li-ion,Sedan,41.0,482.9,54.2,77.8,89.9,96.58,in demand
EV2510,NiMH,Hatchback,20.3,303.4,57.0,23.1,19.4,60.68,in demand
EV2293,Li-ion,Hatchback,39.1,108.6,49.4,80.5,5.0,21.72,not in demand
EV1324,LiFePO4,Hatchback,35.2,415.3,17.9,46.3,9.5,83.06,in demand
EV1551,NiMH,Hatchback,44.9,298.0,27.3,47.8,12.4,59.6,in demand
EV0931,LiFePO4,Hatchback,6.8,396.9,67.6,76.6,110.0,79.38,in demand
EV0316,NiMH,SUV,-7.4,146.2,48.9,63.6,36.9,29.24,not in demand
EV1243,Li-ion,Hatchback,16.0,390.0,17.8,75.1,29.1,78.0,in demand
EV2451,NiMH,SUV,20.7,5.8,5.4,34.8,63.4,1.16,not in demand
EV1579,Li-ion,Truck,17.3,132.9,21.8,63.1,37.5,26.58,not in demand
EV2198,Li-ion,Truck,-5.3,0.6,74.7,88.6,103.4,0.12,not in demand
EV3117,NiMH,Sedan,31.8,363.9,40.4,68.2,91.1,72.78,in demand
EV0070,Li-ion,Sedan,20.4,363.1,57.9,44.2,90.3,72.62,in demand
EV0860,Li-ion,SUV,14.5,448.2,68.4,99.5,55.4,89.64,in demand
EV2754,NiMH,Truck,8.2,487.5,72.7,67.7,108.5,97.5,in demand
EV1633,NiMH,SUV,13.3,411.4,3.2,54.6,103.7,82.28,in demand
EV1651,NiMH,Hatchback,-2.3,420.5,56.3,24.8,9.8,84.1,in demand
EV3279,LiFePO4,Truck,28.2,236.1,95.1,74.0,16.7,47.22,in demand
EV3107,NiMH,SUV,15.6,372.3,23.4,72.4,67.6,74.46,in demand
EV1075,NiMH,Hatchback,36.6,6.5,37.7,61.4,29.8,1.3,not in demand
EV1336,NiMH,Hatchback,33.2,296.2,55.6,98.6,100.1,59.24,in demand
EV0788,NiMH,Sedan,31.8,80.3,13.8,37.4,80.4,16.06,not in demand
EV2606,Li-ion,Sedan,9.7,492.9,80.9,42.7,67.9,98.58,in demand
EV1701,LiFePO4,Truck,27.3,233.6,16.2,78.9,18.7,46.72,in demand
EV2122,LiFePO4,Hatchback,3.4,210.9,63.2,71.9,51.2,42.18,in demand
EV1875,Li-ion,SUV,27.0,357.8,58.9,90.0,66.3,71.56,in demand
EV0812,NiMH,Truck,34.7,423.1,9.6,83.5,59.3,84.62,in demand
EV0388,NiMH,Sedan,9.2,135.3,57.5,31.7,56.2,27.06,not in demand
EV2883,NiMH,Hatchback,36.7,104.2,76.0,61.7,80.7,20.84,not in demand
EV1176,NiMH,Sedan,17.7,13.1,16.9,72.6,25.3,2.62,not in demand
EV3198,NiMH,Sedan,20.5,431.4,70.4,37.8,1.5,86.28,in demand
EV2624,Li-ion,Sedan,-9.3,488.2,22.8,39.1,37.4,97.64,in demand
EV1352,LiFePO4,SUV,27.2,157.2,15.4,28.9,77.6,31.44,not in demand
EV0411,Li-ion,SUV,0.1,172.7,32.4,35.8,98.1,34.54,not in demand
EV1079,NiMH,Hatchback,44.2,31.8,10.4,94.9,5.8,6.36,not in demand
EV0110,NiMH,Hatchback,2.8,50.0,62.1,65.8,13.4,10.0,not in demand
EV0588,Li-ion,Sedan,37.4,28.2,36.4,65.0,102.7,5.64,not in demand
EV3430,NiMH,SUV,29.7,25.3,72.7,27.7,116.6,5.06,not in demand
EV2810,LiFePO4,Sedan,27.4,484.6,9.8,98.1,113.6,96.92,in demand
EV2595,LiFePO4,Hatchback,12.0,73.8,39.0,44.5,69.9,14.76,not in demand
EV2837,Li-ion,Hatchback,5.5,423.5,6.2,76.6,36.2,84.7,in demand
EV2373,LiFePO4,Sedan,16.8,0.1,32.2,37.9,108.4,0.02,not in demand
EV1236,NiMH,Truck,14.6,192.7,57.8,67.0,103.9,38.54,not in demand
EV2147,Li-ion,SUV,13.1,311.0,38.4,36.1,74.9,62.2,in demand
EV3473,Li-ion,Hatchback,6.1,24.3,34.7,93.7,80.8,4.86,not in demand
EV0600,Li-ion,Sedan,4.1,67.6,17.3,36.3,3.5,13.52,not in demand
EV1435,Li-ion,Truck,35.3,253.8,82.8,72.8,74.1,50.76,in demand
EV1376,NiMH,Truck,-5.0,265.8,34.9,41.2,106.7,53.16,in demand
EV0539,NiMH,Hatchback,3.4,260.1,58.4,79.4,12.1,52.02,in demand
EV0722,LiFePO4,Truck,1.7,430.1,43.4,63.0,107.6,86.02,in demand
EV1848,LiFePO4,Sedan,24.9,74.3,53.0,37.6,62.8,14.86,not in demand
EV1873,LiFePO4,Hatchback,-8.0,228.8,64.8,46.6,33.7,45.76,in demand
EV2846,NiMH,Truck,21.3,194.3,62.0,80.0,18.9,38.86,not in demand
EV2054,Li-ion,Hatchback,31.6,81.1,53.9,67.7,9.9,16.22,not in demand
EV2908,LiFePO4,SUV,35.1,300.7,28.7,61.5,102.8,60.14,in demand
EV2255,LiFePO4,SUV,37.8,407.6,55.5,81.5,71.8,81.52,in demand
EV0891,Li-ion,Sedan,8.4,55.2,10.3,51.0,42.0,11.04,not in demand
EV0178,NiMH,Hatchback,12.8,324.0,88.2,58.8,103.2,64.8,in demand
EV2891,Li-ion,Sedan,29.7,126.2,10.4,89.9,37.8,25.24,not in demand
EV0420,NiMH,Truck,21.6,336.4,0.4,68.3,60.0,67.28,in demand
EV0081,LiFePO4,Hatchback,43.7,161.1,21.1,36.7,51.9,32.22,not in demand
EV2562,NiMH,SUV,12.5,247.3,28.4,50.3,92.0,49.46,in demand
EV1724,NiMH,SUV,-2.1,301.1,99.6,72.0,81.2,60.22,in demand
EV1618,NiMH,Sedan,1.3,187.7,61.0,51.9,72.0,37.54,not in demand
EV1655,NiMH,Truck,-9.6,224.0,51.6,50.0,13.5,44.8,in demand
EV2329,LiFePO4,Truck,4.8,152.3,31.2,69.6,52.0,30.46,not in demand
EV2016,LiFePO4,Hatchback,2.9,11.3,1.8,36.9,92.1,2.26,not in demand
EV0222,LiFePO4,Truck,7.8,240.6,5.9,24.9,13.1,48.12,in demand
EV0094,LiFePO4,Hatchback,10.1,249.6,32.6,94.6,71.9,49.92,in demand
EV2610,NiMH,SUV,-8.6,299.0,7.3,36.7,42.1,59.8,in demand
EV3383,Li-ion,Sedan,22.0,461.3,51.5,49.3,43.2,92.26,in demand
EV2978,Li-ion,Truck,40.8,155.0,24.4,74.4,85.2,31.0,not in demand
EV1398,NiMH,Sedan,19.2,256.3,58.2,61.7,78.7,51.26,in demand
EV0289,NiMH,Hatchback,-9.6,208.0,38.3,67.7,1.4,41.6,in demand
EV1293,NiMH,Sedan,0.2,273.2,55.1,42.8,89.9,54.64,in demand
EV2165,NiMH,Truck,-8.0,123.8,83.6,39.4,30.5,24.76,not in demand
EV2940,LiFePO4,Truck,34.5,287.0,48.9,77.0,81.7,57.4,in demand
EV0967,LiFePO4,Hatchback,34.3,144.1,22.6,79.1,30.4,28.82,not in demand
EV0813,NiMH,Sedan,8.9,178.2,40.2,72.2,13.4,35.64,not in demand
EV1259,NiMH,SUV,31.2,30.6,91.6,64.5,70.8,6.12,not in demand
EV0890,NiMH,SUV,9.7,245.0,15.1,27.1,62.8,49.0,in demand
EV1452,LiFePO4,Truck,-2.9,212.4,62.6,32.6,0.0,42.48,in demand
EV3317,LiFePO4,Sedan,8.3,464.7,7.9,96.5,107.1,92.94,in demand
EV2560,NiMH,Sedan,0.9,88.7,14.4,65.7,50.0,17.74,not in demand
EV1807,LiFePO4,SUV,15.5,64.5,39.5,92.7,60.4,12.9,not in demand
EV2681,NiMH,Truck,34.4,389.5,89.4,87.4,6.0,77.9,in demand
EV0572,Li-ion,SUV,33.6,361.0,91.4,46.4,4.3,72.2,in demand
EV0212,Li-ion,Truck,15.8,335.3,72.5,82.4,42.3,67.06,in demand
EV1618,NiMH,Sedan,1.3,187.7,61.0,51.9,72.0,37.54,not in demand
EV2965,LiFePO4,SUV,38.8,189.1,56.2,81.6,68.7,37.82,not in demand
EV2673,NiMH,Truck,43.5,463.1,37.6,72.5,45.7,92.62,in demand
EV0562,NiMH,Sedan,2.0,447.8,95.1,49.9,87.8,89.56,in demand
EV2779,Li-ion,Truck,4.5,62.3,32.2,39.9,81.1,12.46,not in demand
EV2949,NiMH,SUV,4.6,409.8,44.9,39.7,76.7,81.96,in demand
EV2818,NiMH,Hatchback,10.7,88.4,4.8,52.8,79.9,17.68,not in demand
EV2759,NiMH,Hatchback,37.0,265.7,92.2,71.3,114.8,53.14,in demand
EV1757,LiFePO4,Hatchback,-0.5,162.3,47.8,34.2,113.9,32.46,not in demand
EV0725,Li-ion,SUV,17.6,190.7,22.2,79.1,50.8,38.14,not in demand
EV0220,Li-ion,Hatchback,0.7,207.6,73.7,27.8,53.8,41.52,in demand
EV0226,NiMH,Hatchback,23.2,312.2,66.4,43.5,78.0,62.44,in demand
EV2486,Li-ion,SUV,-6.7,316.5,10.0,85.7,55.2,63.3,in demand
EV1589,LiFePO4,SUV,2.0,23.9,22.3,34.5,14.0,4.78,not in demand
EV3348,LiFePO4,Sedan,-8.1,240.4,39.2,79.0,109.7,48.08,in demand
EV1093,NiMH,Truck,0.3,197.3,43.7,98.9,73.0,39.46,not in demand
EV1999,LiFePO4,SUV,3.1,329.9,27.4,71.2,67.7,65.98,in demand
EV0044,Li-ion,Sedan,14.3,441.4,38.2,61.0,17.8,88.28,in demand
EV3002,NiMH,Sedan,14.9,319.8,31.7,59.8,3.8,63.96,in demand
EV0211,Li-ion,Sedan,7.6,226.9,3.9,69.4,63.8,45.38,in demand
EV0678,Li-ion,Hatchback,19.4,407.8,95.6,83.6,23.7,81.56,in demand
EV0355,Li-ion,SUV,23.7,484.4,70.5,93.5,108.0,96.88,in demand
EV1434,NiMH,Sedan,3.8,436.3,91.6,72.2,6.5,87.26,in demand
EV0950,NiMH,SUV,29.7,408.5,64.3,75.8,92.8,81.7,in demand
EV2844,LiFePO4,SUV,14.5,330.0,87.3,40.3,100.3,66.0,in demand
EV0578,NiMH,Truck,28.8,493.3,7.7,51.0,93.2,98.66,in demand
EV2384,LiFePO4,Hatchback,25.7,421.5,50.4,23.2,79.9,84.3,in demand
EV0545,LiFePO4,Hatchback,-5.4,155.3,85.6,73.0,89.7,31.06,not in demand
EV0368,LiFePO4,Hatchback,15.3,122.0,56.1,73.9,39.5,24.4,not in demand
EV1613,NiMH,SUV,15.2,256.1,20.2,64.7,64.8,51.22,in demand
EV2018,LiFePO4,Truck,-3.2,76.3,94.7,57.7,99.0,15.26,not in demand
EV0448,LiFePO4,Truck,-0.2,266.7,74.4,90.2,33.8,53.34,in demand
EV1614,Li-ion,Hatchback,4.2,202.2,79.2,34.1,47.1,40.44,in demand
EV0136,LiFePO4,Sedan,-5.9,210.8,84.2,32.2,43.7,42.16,in demand
EV1963,LiFePO4,Sedan,22.1,466.3,14.0,93.4,96.4,93.26,in demand
EV1438,Li-ion,Truck,17.5,62.5,23.6,40.5,92.7,12.5,not in demand
EV0048,Li-ion,SUV,36.0,278.5,36.5,39.6,118.1,55.7,in demand
EV1361,LiFePO4,Sedan,4.9,85.1,46.8,31.2,80.8,17.02,not in demand
EV0735,LiFePO4,Hatchback,22.6,336.3,13.1,21.6,55.2,67.26,in demand
EV1535,Li-ion,Hatchback,23.3,359.6,4.0,64.2,54.1,71.92,in demand
EV2005,Li-ion,Hatchback,22.1,457.4,75.5,50.6,77.8,91.48,in demand
EV3321,NiMH,Sedan,9.6,403.4,11.0,43.7,68.7,80.68,in demand
EV2520,NiMH,SUV,-5.2,278.0,29.8,20.5,42.8,55.6,in demand
EV1973,NiMH,Hatchback,40.5,330.6,97.5,56.1,13.9,66.12,in demand
EV0997,NiMH,Truck,44.0,398.8,44.1,26.1,101.5,79.76,in demand
EV0062,Li-ion,SUV,7.7,284.6,43.4,47.7,36.6,56.92,in demand
EV1109,Li-ion,Sedan,1.2,229.7,96.9,60.1,67.9,45.94,in demand
EV2406,Li-ion,Truck,12.6,354.1,78.5,96.6,79.4,70.82,in demand
EV0096,Li-ion,Sedan,26.7,84.7,53.5,23.9,21.3,16.94,not in demand
EV0479,Li-ion,Truck,1.5,120.4,80.8,50.0,63.0,24.08,not in demand
EV1395,NiMH,SUV,-7.1,351.0,57.0,44.4,18.7,70.2,in demand
EV0185,Li-ion,Truck,-3.9,374.8,43.6,86.4,65.5,74.96,in demand
EV3129,LiFePO4,SUV,20.2,474.8,55.1,27.6,68.4,94.96,in demand
EV1102,LiFePO4,Hatchback,40.8,5.9,5.3,72.3,99.8,1.18,not in demand
EV2747,LiFePO4,Truck,26.9,390.3,75.4,39.7,39.0,78.06,in demand
EV2171,Li-ion,Truck,18.6,362.9,19.5,72.9,71.3,72.58,in demand
EV0323,NiMH,Truck,8.2,339.9,67.5,46.1,53.3,67.98,in demand
EV2826,LiFePO4,Sedan,27.0,191.4,33.5,55.8,39.9,38.28,not in demand
EV3143,LiFePO4,Truck,38.8,399.3,35.0,52.1,105.9,79.86,in demand
EV1619,NiMH,SUV,23.8,120.8,40.7,67.5,73.3,24.16,not in demand
EV0888,NiMH,Hatchback,-7.0,77.8,80.8,73.8,80.3,15.56,not in demand
EV2925,LiFePO4,SUV,-8.0,161.1,57.4,52.6,57.8,32.22,not in demand
EV1150,Li-ion,Truck,7.1,80.2,93.6,34.4,26.5,16.04,not in demand
EV0692,Li-ion,SUV,-6.6,361.5,70.4,51.5,3.5,72.3,in demand
EV0292,Li-ion,Hatchback,18.6,256.3,1.9,25.9,79.1,51.26,in demand
EV0852,Li-ion,Truck,35.8,271.5,26.1,75.5,0.0,54.3,in demand
EV0567,Li-ion,Hatchback,25.0,63.1,45.6,54.5,48.6,12.62,not in demand
EV0534,LiFePO4,SUV,36.9,169.1,57.3,37.9,19.4,33.82,not in demand
EV1162,Li-ion,Truck,27.9,388.6,37.5,73.2,16.8,77.72,in demand
EV2649,Li-ion,Sedan,-2.1,182.5,65.7,62.1,1.8,36.5,not in demand
EV1825,NiMH,Sedan,-8.4,320.7,83.9,72.0,11.1,64.14,in demand
EV1984,LiFePO4,Sedan,1.6,176.2,27.2,32.4,83.1,35.24,not in demand
EV2933,LiFePO4,SUV,28.5,63.3,54.0,75.6,107.3,12.66,not in demand
EV1537,NiMH,Truck,19.0,344.6,59.9,77.4,110.6,68.92,in demand
EV0758,NiMH,Truck,35.6,49.0,92.5,70.3,3.7,9.8,not in demand
EV2915,NiMH,Sedan,9.0,359.6,2.1,66.6,108.2,71.92,in demand
EV3361,Li-ion,Hatchback,15.2,273.5,63.9,85.1,23.0,54.7,in demand
EV0423,Li-ion,Sedan,29.3,261.1,39.7,25.0,96.7,52.22,in demand
EV0902,Li-ion,Sedan,41.5,470.6,70.8,80.1,110.7,94.12,in demand
EV1643,NiMH,SUV,2.6,27.8,96.4,86.1,69.0,5.56,not in demand
EV0587,LiFePO4,Truck,9.2,67.1,57.9,81.4,52.8,13.42,not in demand
EV3257,Li-ion,Hatchback,27.2,337.5,42.2,70.1,4.7,67.5,in demand
EV2299,Li-ion,Sedan,13.5,107.7,73.4,47.3,69.3,21.54,not in demand
EV2290,LiFePO4,Hatchback,-0.4,411.1,53.0,99.0,113.8,82.22,in demand
EV0585,Li-ion,Sedan,7.9,491.2,17.2,26.8,14.5,98.24,in demand
EV2424,Li-ion,Hatchback,37.0,312.3,50.9,70.4,89.9,62.46,in demand
EV1392,Li-ion,Sedan,44.1,227.8,1.6,96.5,119.8,45.56,in demand
EV1660,NiMH,Sedan,38.8,200.9,81.2,51.2,43.0,40.18,in demand
EV0784,NiMH,SUV,21.0,234.4,24.1,71.5,37.2,46.88,in demand
EV3461,LiFePO4,Truck,17.5,269.7,96.8,58.4,99.7,53.94,in demand
EV3241,LiFePO4,Truck,0.4,29.9,74.0,56.5,22.6,5.98,not in demand
EV1479,NiMH,Truck,9.1,428.8,66.0,46.0,103.4,85.76,in demand
EV3339,LiFePO4,SUV,28.7,128.0,49.2,30.7,104.4,25.6,not in demand
EV3221,NiMH,SUV,32.4,178.2,56.4,85.1,109.5,35.64,not in demand
EV2112,NiMH,SUV,18.7,335.9,30.6,61.1,108.2,67.18,in demand
EV1175,NiMH,SUV,12.1,35.1,6.9,55.9,44.2,7.02,not in demand
EV1972,NiMH,SUV,29.9,124.4,70.7,20.1,38.2,24.88,not in demand
EV0075,NiMH,Hatchback,2.4,15.7,58.0,33.6,115.7,3.14,not in demand
EV1868,LiFePO4,Sedan,-2.6,495.1,53.4,29.9,118.3,99.02,in demand
EV2615,LiFePO4,SUV,33.9,361.5,26.6,50.2,52.3,72.3,in demand
EV1877,Li-ion,Truck,8.8,141.2,97.1,62.0,15.9,28.24,not in demand
EV0145,Li-ion,Hatchback,40.8,281.9,46.1,84.0,8.0,56.38,in demand
EV2977,Li-ion,SUV,3.3,195.9,44.6,84.6,33.3,39.18,not in demand
EV2440,NiMH,Sedan,2.8,252.3,42.2,86.8,35.5,50.46,in demand
EV2417,Li-ion,SUV,5.4,184.3,68.7,85.7,105.6,36.86,not in demand
EV0071,LiFePO4,SUV,34.7,420.9,90.2,98.9,89.0,84.18,in demand
EV1796,NiMH,Sedan,6.0,406.4,8.0,39.6,37.5,81.28,in demand
EV1127,LiFePO4,SUV,6.0,129.3,67.8,33.7,107.7,25.86,not in demand
EV0023,NiMH,Truck,36.2,236.4,42.3,37.6,109.6,47.28,in demand
EV3251,Li-ion,Truck,35.6,399.5,98.3,65.8,39.9,79.9,in demand
EV1151,NiMH,Sedan,18.3,141.1,9.5,63.2,77.8,28.22,not in demand
EV1096,Li-ion,Hatchback,34.7,324.3,63.9,32.8,2.4,64.86,in demand
EV0035,LiFePO4,SUV,36.1,186.4,64.2,24.5,62.1,37.28,not in demand
EV1213,LiFePO4,Truck,21.3,276.1,46.9,76.0,74.9,55.22,in demand
EV2829,NiMH,SUV,34.7,268.1,21.3,71.6,46.2,53.62,in demand
EV1426,LiFePO4,SUV,39.5,308.4,7.1,86.6,73.7,61.68,in demand
EV3067,Li-ion,Hatchback,30.2,137.3,66.8,52.0,21.4,27.46,not in demand
EV0050,NiMH,Sedan,-3.1,487.2,12.2,21.4,40.2,97.44,in demand
EV2101,NiMH,SUV,0.9,329.9,36.5,30.1,3.1,65.98,in demand
EV0808,NiMH,SUV,2.7,403.6,81.8,59.0,98.6,80.72,in demand
EV0674,NiMH,SUV,38.8,159.9,44.8,45.4,114.0,31.98,not in demand
EV1176,NiMH,Sedan,17.7,13.1,16.9,72.6,25.3,2.62,not in demand
EV1363,LiFePO4,SUV,29.7,386.7,79.1,36.3,42.1,77.34,in demand
EV2318,NiMH,Hatchback,6.5,289.9,35.5,85.7,79.2,57.98,in demand
EV0660,NiMH,Sedan,30.7,401.5,3.7,46.1,7.0,80.3,in demand
EV1439,NiMH,Sedan,6.3,20.7,33.1,39.8,115.2,4.14,not in demand
EV1026,NiMH,Hatchback,6.0,379.5,75.3,56.4,89.5,75.9,in demand
EV3110,Li-ion,Sedan,25.0,11.2,14.7,61.2,28.9,2.24,not in demand
EV2111,Li-ion,SUV,39.2,253.2,10.0,58.0,63.6,50.64,in demand
EV1042,LiFePO4,Sedan,39.8,271.3,23.2,59.0,49.5,54.26,in demand
EV1877,Li-ion,Truck,8.8,141.2,97.1,62.0,15.9,28.24,not in demand
EV0882,LiFePO4,Hatchback,19.5,26.2,37.3,72.2,79.2,5.24,not in demand
EV3342,Li-ion,Truck,13.7,292.3,34.7,62.2,104.1,58.46,in demand
EV1193,NiMH,Sedan,14.8,217.9,98.6,51.5,68.6,43.58,in demand
EV2723,LiFePO4,Hatchback,34.4,194.7,85.0,53.1,34.9,38.94,not in demand
EV2026,LiFePO4,Truck,14.9,145.2,19.6,65.7,7.5,29.04,not in demand
EV2215,Li-ion,SUV,17.7,152.4,70.4,86.6,57.8,30.48,not in demand
EV0625,Li-ion,Truck,31.0,53.1,65.2,36.8,24.2,10.62,not in demand
EV2797,LiFePO4,Truck,36.3,154.8,3.9,35.2,106.9,30.96,not in demand
EV3195,NiMH,Hatchback,37.1,316.3,53.8,78.0,93.5,63.26,in demand
EV2050,NiMH,Sedan,15.9,96.6,47.3,92.3,119.9,19.32,not in demand
EV0234,NiMH,Truck,33.2,427.4,70.7,36.9,88.5,85.48,in demand
EV1047,NiMH,Hatchback,-9.4,252.4,80.5,33.2,32.2,50.48,in demand
EV1663,NiMH,Sedan,37.1,108.2,72.7,48.9,70.3,21.64,not in demand
EV0416,Li-ion,SUV,-5.0,410.5,94.9,40.5,117.8,82.1,in demand
EV1313,LiFePO4,Hatchback,18.3,181.8,54.1,59.2,55.3,36.36,not in demand
EV2174,Li-ion,Sedan,39.7,177.7,24.8,80.3,105.4,35.54,not in demand
EV1457,LiFePO4,Sedan,2.1,216.2,47.0,40.4,27.8,43.24,in demand
EV0747,Li-ion,Hatchback,0.2,167.7,84.4,54.5,1.9,33.54,not in demand
EV0018,NiMH,SUV,22.6,402.9,89.8,66.3,23.2,80.58,in demand
EV1201,NiMH,Hatchback,32.1,254.6,62.5,42.8,43.6,50.92,in demand
EV1700,Li-ion,Hatchback,12.8,484.5,97.7,85.4,20.1,96.9,in demand
EV3254,LiFePO4,Hatchback,-2.9,48.6,67.7,20.6,108.3,9.72,not in demand
EV0597,LiFePO4,Sedan,40.1,167.4,9.8,81.5,32.9,33.48,not in demand
EV3227,LiFePO4,SUV,-3.4,361.1,71.4,72.1,24.6,72.22,in demand
EV1662,Li-ion,SUV,2.3,438.3,80.2,78.6,11.0,87.66,in demand
